id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
484951,Male,22,1,46.0,0,< 1 Year,Yes,27363.0,152.0,84
484952,Male,41,1,28.0,0,1-2 Year,Yes,33537.0,124.0,165
484953,Male,59,1,46.0,1,1-2 Year,No,28123.0,11.0,159
484954,Male,45,1,28.0,1,1-2 Year,No,40642.0,52.0,232
484955,Female,60,1,33.0,0,1-2 Year,Yes,36740.0,124.0,153
484956,Male,77,1,15.0,0,1-2 Year,Yes,38701.0,26.0,148
484957,Male,60,1,28.0,0,> 2 Years,Yes,59650.0,26.0,191
484958,Female,22,1,16.0,1,< 1 Year,No,13620.0,152.0,214
484959,Male,27,1,28.0,1,1-2 Year,No,65589.0,13.0,284
484960,Male,60,1,46.0,1,1-2 Year,No,24378.0,124.0,151
484961,Male,69,1,50.0,0,1-2 Year,No,45606.0,8.0,128
484962,Male,48,1,12.0,0,1-2 Year,Yes,35107.0,124.0,276
484963,Female,26,1,28.0,1,< 1 Year,No,54791.0,152.0,144
484964,Female,22,1,17.0,1,< 1 Year,No,28597.0,160.0,162
484965,Male,60,1,50.0,0,1-2 Year,Yes,25426.0,8.0,45
484966,Female,39,1,48.0,1,1-2 Year,No,2630.0,26.0,109
484967,Male,30,1,21.0,1,< 1 Year,No,27804.0,152.0,136
484968,Male,37,1,33.0,0,1-2 Year,Yes,28287.0,124.0,137
484969,Male,57,1,47.0,0,1-2 Year,Yes,31300.0,26.0,221
484970,Female,28,1,41.0,1,< 1 Year,No,29595.0,160.0,221
484971,Male,54,1,28.0,0,1-2 Year,Yes,59448.0,124.0,198
484972,Male,28,1,21.0,1,< 1 Year,No,2630.0,152.0,255
484973,Male,36,1,33.0,1,1-2 Year,No,27704.0,124.0,134
484974,Female,46,1,9.0,0,1-2 Year,Yes,37633.0,26.0,20
484975,Female,56,1,8.0,1,1-2 Year,No,50721.0,19.0,179
484976,Female,38,1,28.0,1,1-2 Year,No,2630.0,26.0,152
484977,Male,25,1,28.0,1,< 1 Year,No,49994.0,152.0,63
484978,Female,25,1,29.0,1,< 1 Year,No,34556.0,152.0,162
484979,Male,50,1,23.0,0,1-2 Year,Yes,23408.0,26.0,43
484980,Female,29,1,3.0,0,< 1 Year,Yes,24329.0,156.0,121
484981,Female,29,1,15.0,1,< 1 Year,No,38545.0,152.0,193
484982,Female,44,1,50.0,1,1-2 Year,No,47002.0,8.0,205
484983,Male,21,1,32.0,0,< 1 Year,Yes,36050.0,152.0,263
484984,Female,30,1,30.0,1,< 1 Year,No,2630.0,152.0,155
484985,Male,44,1,39.0,1,1-2 Year,No,45681.0,26.0,128
484986,Female,20,1,3.0,1,< 1 Year,No,29299.0,160.0,226
484987,Male,42,1,35.0,1,1-2 Year,No,2630.0,26.0,101
484988,Female,27,1,46.0,0,< 1 Year,Yes,2630.0,152.0,212
484989,Female,24,1,37.0,1,< 1 Year,No,34376.0,152.0,289
484990,Female,28,1,30.0,1,< 1 Year,No,31511.0,152.0,173
484991,Male,35,1,6.0,0,1-2 Year,Yes,22734.0,124.0,252
484992,Male,39,1,28.0,0,1-2 Year,Yes,29674.0,124.0,89
484993,Female,61,1,28.0,0,1-2 Year,No,37011.0,26.0,169
484994,Female,22,1,15.0,0,< 1 Year,Yes,39555.0,152.0,62
484995,Male,29,1,30.0,0,1-2 Year,Yes,2630.0,124.0,66
484996,Male,57,1,28.0,0,1-2 Year,No,73424.0,25.0,293
484997,Male,22,1,8.0,1,< 1 Year,No,28061.0,152.0,221
484998,Male,72,1,28.0,1,1-2 Year,Yes,2630.0,122.0,71
484999,Male,22,1,8.0,1,< 1 Year,No,28775.0,160.0,62
485000,Female,29,1,47.0,1,< 1 Year,No,20269.0,152.0,258
485001,Female,20,1,8.0,0,< 1 Year,Yes,2630.0,156.0,165
485002,Female,22,1,30.0,1,< 1 Year,No,34477.0,152.0,255
485003,Male,23,1,28.0,0,< 1 Year,Yes,58000.0,152.0,288
485004,Male,57,1,28.0,0,1-2 Year,Yes,93195.0,26.0,299
485005,Male,21,1,30.0,1,< 1 Year,No,24466.0,160.0,29
485006,Female,25,1,29.0,1,< 1 Year,No,19171.0,152.0,92
485007,Male,41,1,28.0,1,1-2 Year,No,31071.0,26.0,217
485008,Female,30,1,28.0,0,< 1 Year,Yes,2630.0,152.0,26
485009,Female,51,1,28.0,1,1-2 Year,No,26613.0,29.0,136
485010,Female,27,1,26.0,1,< 1 Year,No,2630.0,152.0,75
485011,Female,68,1,28.0,0,1-2 Year,Yes,57349.0,26.0,237
485012,Male,33,1,28.0,0,< 1 Year,Yes,42055.0,124.0,110
485013,Female,41,1,28.0,0,1-2 Year,Yes,34573.0,122.0,111
485014,Female,23,1,28.0,1,< 1 Year,No,48286.0,152.0,247
485015,Male,70,0,28.0,1,1-2 Year,Yes,24786.0,124.0,35
485016,Female,21,1,25.0,1,< 1 Year,No,37969.0,160.0,147
485017,Female,27,1,15.0,1,< 1 Year,No,40803.0,152.0,243
485018,Female,21,1,15.0,1,< 1 Year,No,37514.0,152.0,189
485019,Male,53,1,15.0,0,1-2 Year,Yes,48025.0,86.0,18
485020,Male,54,1,28.0,0,1-2 Year,Yes,37160.0,26.0,65
485021,Female,59,1,41.0,0,1-2 Year,Yes,71940.0,26.0,164
485022,Female,28,1,33.0,1,< 1 Year,No,30654.0,152.0,60
485023,Female,64,1,27.0,0,1-2 Year,No,30386.0,124.0,99
485024,Male,73,1,28.0,0,1-2 Year,Yes,52583.0,124.0,167
485025,Male,50,1,28.0,0,1-2 Year,Yes,31485.0,26.0,199
485026,Male,47,1,41.0,0,1-2 Year,Yes,28636.0,124.0,205
485027,Male,63,1,5.0,0,1-2 Year,Yes,33272.0,124.0,224
485028,Male,44,1,28.0,0,1-2 Year,Yes,28930.0,26.0,66
485029,Male,23,1,16.0,0,< 1 Year,Yes,32520.0,160.0,284
485030,Female,81,1,4.0,0,1-2 Year,Yes,37331.0,26.0,296
485031,Male,22,1,41.0,1,< 1 Year,Yes,39468.0,152.0,46
485032,Female,43,1,28.0,0,1-2 Year,Yes,40260.0,122.0,49
485033,Female,33,1,8.0,0,1-2 Year,Yes,2630.0,156.0,203
485034,Male,52,1,41.0,0,1-2 Year,Yes,2630.0,157.0,173
485035,Male,26,1,18.0,0,< 1 Year,Yes,27520.0,152.0,202
485036,Female,21,1,2.0,1,< 1 Year,No,29127.0,152.0,98
485037,Male,73,1,28.0,0,1-2 Year,Yes,41795.0,26.0,233
485038,Male,66,1,28.0,0,> 2 Years,Yes,27432.0,124.0,111
485039,Female,42,1,28.0,0,1-2 Year,Yes,28678.0,26.0,213
485040,Male,20,1,46.0,0,< 1 Year,Yes,28707.0,160.0,178
485041,Female,25,1,28.0,1,< 1 Year,No,58141.0,152.0,86
485042,Male,21,1,37.0,0,< 1 Year,Yes,12284.0,160.0,214
485043,Male,45,1,46.0,0,1-2 Year,No,27020.0,124.0,265
485044,Male,67,1,31.0,1,1-2 Year,No,2630.0,26.0,236
485045,Female,26,1,37.0,1,< 1 Year,No,37403.0,152.0,290
485046,Female,31,1,35.0,0,< 1 Year,Yes,44628.0,152.0,220
485047,Female,45,1,28.0,0,1-2 Year,Yes,38829.0,25.0,114
485048,Female,46,1,35.0,0,1-2 Year,No,30973.0,26.0,285
485049,Female,25,1,29.0,1,< 1 Year,No,24613.0,152.0,77
485050,Female,58,1,24.0,1,1-2 Year,No,32994.0,124.0,60
485051,Male,69,1,28.0,0,> 2 Years,Yes,2630.0,163.0,140
485052,Male,43,1,28.0,0,1-2 Year,Yes,34135.0,26.0,124
485053,Female,22,1,29.0,1,< 1 Year,No,45597.0,152.0,294
485054,Female,55,1,8.0,1,1-2 Year,No,41971.0,26.0,196
485055,Male,51,1,41.0,0,> 2 Years,Yes,30140.0,163.0,111
485056,Female,25,1,10.0,1,< 1 Year,No,31528.0,152.0,195
485057,Female,24,1,6.0,1,< 1 Year,No,30140.0,152.0,139
485058,Male,43,1,28.0,1,1-2 Year,No,27952.0,124.0,13
485059,Female,22,1,41.0,0,< 1 Year,Yes,35092.0,152.0,232
485060,Male,46,1,28.0,0,1-2 Year,Yes,26876.0,26.0,25
485061,Male,30,1,13.0,0,1-2 Year,Yes,2630.0,156.0,159
485062,Male,55,1,8.0,0,1-2 Year,Yes,62993.0,124.0,199
485063,Female,57,1,28.0,0,1-2 Year,Yes,2630.0,156.0,125
485064,Female,25,1,41.0,1,< 1 Year,No,45350.0,152.0,13
485065,Female,24,1,28.0,1,< 1 Year,No,65316.0,152.0,143
485066,Female,73,1,28.0,0,> 2 Years,Yes,76991.0,122.0,107
485067,Female,23,1,5.0,1,< 1 Year,No,26512.0,26.0,222
485068,Female,61,1,30.0,1,1-2 Year,No,28152.0,152.0,94
485069,Female,38,1,28.0,0,1-2 Year,Yes,35514.0,26.0,90
485070,Female,25,1,41.0,0,< 1 Year,No,32006.0,152.0,91
485071,Male,26,1,11.0,1,< 1 Year,No,38977.0,152.0,116
485072,Female,44,1,28.0,0,1-2 Year,Yes,32980.0,124.0,21
485073,Female,35,1,28.0,0,1-2 Year,Yes,2630.0,160.0,203
485074,Male,80,1,41.0,0,1-2 Year,Yes,26418.0,124.0,168
485075,Male,53,1,28.0,0,1-2 Year,Yes,35578.0,26.0,33
485076,Male,22,1,3.0,1,< 1 Year,No,23125.0,152.0,201
485077,Male,26,1,28.0,1,< 1 Year,No,35373.0,152.0,11
485078,Male,35,1,6.0,0,1-2 Year,Yes,2630.0,124.0,202
485079,Male,63,1,50.0,1,1-2 Year,No,36147.0,8.0,265
485080,Female,36,1,37.0,1,1-2 Year,No,28694.0,152.0,107
485081,Male,22,1,28.0,1,1-2 Year,No,2630.0,157.0,139
485082,Male,61,1,28.0,0,1-2 Year,Yes,52419.0,124.0,139
485083,Male,37,1,23.0,1,1-2 Year,No,17090.0,124.0,68
485084,Female,25,1,13.0,1,< 1 Year,No,19010.0,152.0,293
485085,Female,25,1,28.0,1,< 1 Year,No,73310.0,153.0,122
485086,Female,53,1,28.0,0,1-2 Year,Yes,76625.0,26.0,194
485087,Female,23,1,29.0,1,< 1 Year,No,22781.0,151.0,33
485088,Female,31,1,3.0,0,< 1 Year,Yes,24945.0,124.0,23
485089,Male,26,1,41.0,1,< 1 Year,No,26757.0,152.0,220
485090,Male,21,1,41.0,0,< 1 Year,Yes,43735.0,152.0,262
485091,Female,52,1,33.0,1,1-2 Year,No,19782.0,124.0,186
485092,Male,65,1,29.0,0,1-2 Year,No,2630.0,26.0,285
485093,Male,40,1,15.0,1,1-2 Year,No,33968.0,26.0,101
485094,Female,22,1,15.0,0,< 1 Year,Yes,39351.0,152.0,163
485095,Male,67,1,28.0,0,> 2 Years,Yes,51342.0,24.0,169
485096,Male,25,1,25.0,1,< 1 Year,No,28288.0,152.0,45
485097,Female,25,1,28.0,1,< 1 Year,No,37040.0,152.0,167
485098,Female,26,1,39.0,1,< 1 Year,No,33378.0,152.0,140
485099,Male,55,1,28.0,0,1-2 Year,Yes,26726.0,26.0,26
485100,Male,27,1,3.0,0,< 1 Year,Yes,21473.0,152.0,43
485101,Male,27,1,28.0,0,1-2 Year,Yes,41193.0,154.0,177
485102,Male,48,1,28.0,0,1-2 Year,Yes,44355.0,26.0,157
485103,Male,48,1,17.0,1,1-2 Year,No,28347.0,26.0,47
485104,Female,21,1,12.0,1,< 1 Year,No,2630.0,152.0,163
485105,Female,23,1,10.0,1,< 1 Year,No,33554.0,152.0,208
485106,Female,35,1,4.0,0,1-2 Year,Yes,21557.0,124.0,148
485107,Female,23,1,50.0,1,< 1 Year,No,22633.0,152.0,221
485108,Male,26,1,19.0,1,< 1 Year,No,2630.0,152.0,155
485109,Female,23,1,15.0,0,< 1 Year,Yes,36552.0,152.0,136
485110,Male,24,1,50.0,1,< 1 Year,No,40313.0,152.0,61
485111,Male,22,1,11.0,0,< 1 Year,Yes,2630.0,156.0,184
485112,Female,75,1,46.0,0,1-2 Year,No,47172.0,26.0,137
485113,Male,40,1,28.0,0,1-2 Year,Yes,42157.0,124.0,193
485114,Female,27,1,28.0,1,< 1 Year,No,27078.0,151.0,80
485115,Male,43,1,51.0,1,1-2 Year,Yes,34660.0,26.0,84
485116,Male,43,1,39.0,0,> 2 Years,Yes,2630.0,124.0,64
485117,Male,23,1,14.0,1,< 1 Year,No,20646.0,152.0,96
485118,Male,34,1,2.0,0,1-2 Year,Yes,27222.0,124.0,120
485119,Male,64,1,28.0,1,1-2 Year,No,75122.0,26.0,241
485120,Female,26,1,43.0,1,< 1 Year,No,24490.0,152.0,86
485121,Female,37,1,48.0,0,1-2 Year,No,2630.0,103.0,113
485122,Male,24,1,41.0,1,< 1 Year,No,56617.0,152.0,210
485123,Female,42,1,15.0,0,1-2 Year,Yes,47489.0,26.0,121
485124,Female,38,1,28.0,0,1-2 Year,Yes,41253.0,124.0,28
485125,Female,39,1,3.0,0,1-2 Year,Yes,23036.0,124.0,232
485126,Male,26,1,28.0,1,< 1 Year,No,44690.0,152.0,247
485127,Male,66,1,48.0,0,1-2 Year,Yes,2630.0,26.0,76
485128,Male,51,1,28.0,0,> 2 Years,Yes,39351.0,26.0,135
485129,Female,42,1,28.0,0,1-2 Year,Yes,44296.0,124.0,235
485130,Male,57,1,28.0,0,1-2 Year,Yes,38723.0,124.0,165
485131,Male,26,1,3.0,1,< 1 Year,No,34863.0,152.0,283
485132,Female,28,1,18.0,1,< 1 Year,Yes,31162.0,152.0,100
485133,Female,24,1,3.0,1,< 1 Year,No,73221.0,152.0,156
485134,Male,23,1,39.0,1,< 1 Year,No,45857.0,152.0,251
485135,Male,23,1,36.0,1,< 1 Year,No,22286.0,152.0,262
485136,Male,51,1,28.0,0,1-2 Year,Yes,37278.0,26.0,162
485137,Male,47,1,11.0,0,1-2 Year,Yes,35623.0,26.0,210
485138,Female,44,1,28.0,0,> 2 Years,Yes,2630.0,26.0,150
485139,Male,56,1,29.0,0,1-2 Year,Yes,2630.0,26.0,91
485140,Male,44,1,28.0,1,1-2 Year,No,46469.0,73.0,150
485141,Female,44,1,15.0,0,1-2 Year,Yes,2630.0,26.0,263
485142,Male,21,1,33.0,1,< 1 Year,No,27758.0,152.0,211
485143,Female,45,1,16.0,0,1-2 Year,Yes,34945.0,152.0,108
485144,Male,38,1,3.0,1,1-2 Year,No,38653.0,26.0,184
485145,Female,23,1,28.0,0,< 1 Year,Yes,31893.0,26.0,286
485146,Male,63,1,41.0,1,1-2 Year,No,2630.0,152.0,233
485147,Female,38,1,8.0,1,1-2 Year,No,36642.0,124.0,249
485148,Female,24,1,3.0,1,< 1 Year,No,2630.0,152.0,100
485149,Male,68,1,46.0,0,1-2 Year,Yes,34308.0,11.0,60
485150,Female,65,1,30.0,1,1-2 Year,No,2630.0,156.0,124
485151,Female,62,1,35.0,0,1-2 Year,Yes,42067.0,124.0,249
485152,Male,23,1,29.0,1,< 1 Year,No,54029.0,152.0,47
485153,Male,30,1,29.0,1,< 1 Year,Yes,25380.0,157.0,124
485154,Female,20,1,41.0,1,< 1 Year,No,28459.0,160.0,99
485155,Female,51,1,28.0,0,1-2 Year,Yes,44640.0,26.0,231
485156,Female,28,1,33.0,1,< 1 Year,No,2630.0,152.0,157
485157,Male,51,1,46.0,0,1-2 Year,Yes,2630.0,124.0,164
485158,Male,47,1,48.0,0,1-2 Year,Yes,2630.0,26.0,266
485159,Female,38,1,15.0,0,1-2 Year,Yes,32521.0,152.0,33
485160,Female,35,1,26.0,0,1-2 Year,Yes,37250.0,26.0,214
485161,Female,26,1,30.0,1,< 1 Year,No,29123.0,152.0,49
485162,Female,66,1,8.0,1,1-2 Year,No,71800.0,152.0,79
485163,Male,34,1,48.0,0,1-2 Year,Yes,2630.0,152.0,112
485164,Female,23,1,16.0,1,< 1 Year,No,35383.0,151.0,244
485165,Male,66,1,29.0,1,1-2 Year,No,40945.0,124.0,164
485166,Female,45,1,41.0,1,1-2 Year,No,31563.0,152.0,211
485167,Female,23,1,28.0,0,< 1 Year,No,2630.0,1.0,208
485168,Female,36,1,28.0,0,1-2 Year,Yes,39314.0,26.0,35
485169,Male,27,1,29.0,1,< 1 Year,No,37802.0,152.0,131
485170,Male,27,1,49.0,1,< 1 Year,No,40091.0,152.0,228
485171,Female,29,1,41.0,0,< 1 Year,No,28400.0,152.0,221
485172,Male,29,1,33.0,1,< 1 Year,No,28341.0,152.0,115
485173,Male,50,1,28.0,0,1-2 Year,Yes,32691.0,26.0,72
485174,Male,31,1,6.0,1,< 1 Year,No,27201.0,152.0,265
485175,Female,47,1,28.0,1,1-2 Year,Yes,44144.0,124.0,33
485176,Male,23,1,28.0,1,< 1 Year,No,40940.0,152.0,53
485177,Male,45,1,41.0,0,1-2 Year,Yes,33001.0,26.0,86
485178,Female,29,1,37.0,1,< 1 Year,No,31085.0,152.0,21
485179,Male,54,1,24.0,0,1-2 Year,Yes,29132.0,124.0,23
485180,Male,48,1,8.0,1,1-2 Year,No,47875.0,26.0,88
485181,Female,23,1,8.0,1,< 1 Year,No,28614.0,152.0,182
485182,Female,46,1,33.0,0,1-2 Year,Yes,26629.0,29.0,209
485183,Male,38,1,48.0,0,1-2 Year,Yes,2630.0,156.0,218
485184,Male,42,1,28.0,0,1-2 Year,Yes,35718.0,26.0,38
485185,Male,39,1,28.0,0,1-2 Year,No,60317.0,124.0,298
485186,Female,26,1,8.0,1,< 1 Year,No,26487.0,152.0,111
485187,Female,68,1,8.0,0,1-2 Year,Yes,21764.0,4.0,18
485188,Male,23,1,27.0,1,< 1 Year,No,21656.0,152.0,180
485189,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,26.0,178
485190,Female,25,1,8.0,1,< 1 Year,No,45657.0,152.0,239
485191,Male,53,1,2.0,0,1-2 Year,Yes,28069.0,124.0,99
485192,Male,64,1,14.0,0,> 2 Years,Yes,30740.0,124.0,205
485193,Female,26,1,30.0,1,< 1 Year,No,31189.0,152.0,289
485194,Female,58,1,43.0,1,1-2 Year,No,48041.0,124.0,289
485195,Male,33,1,45.0,1,< 1 Year,No,38733.0,124.0,102
485196,Male,27,1,8.0,1,< 1 Year,No,39425.0,152.0,82
485197,Male,45,1,28.0,0,1-2 Year,Yes,49634.0,124.0,142
485198,Male,48,1,1.0,0,1-2 Year,Yes,2630.0,26.0,255
485199,Male,21,1,3.0,1,< 1 Year,No,2630.0,163.0,213
485200,Male,46,1,8.0,0,1-2 Year,Yes,32986.0,124.0,157
485201,Male,29,1,30.0,1,< 1 Year,No,23804.0,152.0,253
485202,Male,55,1,8.0,0,1-2 Year,Yes,38605.0,26.0,205
485203,Male,25,1,18.0,1,< 1 Year,No,22533.0,152.0,140
485204,Female,20,1,45.0,0,< 1 Year,Yes,48063.0,160.0,70
485205,Male,54,1,28.0,0,1-2 Year,Yes,18834.0,124.0,77
485206,Male,22,1,8.0,0,< 1 Year,Yes,43478.0,152.0,24
485207,Female,21,1,36.0,0,< 1 Year,No,2630.0,160.0,160
485208,Female,59,1,29.0,0,1-2 Year,Yes,36634.0,26.0,107
485209,Female,24,1,18.0,1,< 1 Year,No,34123.0,152.0,235
485210,Female,34,1,41.0,1,1-2 Year,No,22662.0,152.0,105
485211,Male,27,1,8.0,1,< 1 Year,No,32868.0,152.0,57
485212,Male,28,1,28.0,0,< 1 Year,Yes,2630.0,160.0,279
485213,Male,59,1,28.0,1,1-2 Year,No,33797.0,122.0,214
485214,Female,24,1,3.0,1,< 1 Year,No,25907.0,152.0,215
485215,Male,52,1,48.0,0,1-2 Year,Yes,2630.0,124.0,268
485216,Male,36,1,28.0,0,1-2 Year,No,37978.0,157.0,232
485217,Male,70,1,41.0,1,1-2 Year,No,84560.0,26.0,99
485218,Female,25,1,14.0,1,< 1 Year,No,26992.0,152.0,211
485219,Female,47,1,41.0,1,1-2 Year,No,36579.0,26.0,22
485220,Female,24,1,28.0,0,< 1 Year,Yes,69742.0,122.0,108
485221,Female,23,1,21.0,1,< 1 Year,No,24284.0,152.0,127
485222,Male,62,1,18.0,0,1-2 Year,Yes,24757.0,26.0,13
485223,Male,65,1,28.0,1,1-2 Year,No,29448.0,26.0,157
485224,Male,55,1,30.0,0,1-2 Year,Yes,24780.0,160.0,96
485225,Male,21,1,3.0,0,< 1 Year,Yes,23484.0,160.0,136
485226,Female,51,1,41.0,0,1-2 Year,Yes,41599.0,12.0,270
485227,Female,24,1,6.0,1,< 1 Year,No,39967.0,152.0,143
485228,Female,25,1,36.0,1,< 1 Year,No,2630.0,152.0,69
485229,Female,21,1,10.0,1,< 1 Year,No,16784.0,152.0,52
485230,Female,37,1,41.0,1,1-2 Year,No,2630.0,152.0,13
485231,Female,37,1,28.0,0,1-2 Year,Yes,27001.0,26.0,103
485232,Male,34,1,13.0,0,1-2 Year,Yes,31693.0,124.0,150
485233,Male,26,1,28.0,1,< 1 Year,No,31505.0,152.0,11
485234,Male,64,1,31.0,0,> 2 Years,Yes,2630.0,124.0,116
485235,Female,24,1,28.0,0,< 1 Year,No,28296.0,122.0,77
485236,Male,21,1,46.0,1,< 1 Year,No,24990.0,152.0,85
485237,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,30.0,141
485238,Female,24,1,21.0,1,< 1 Year,No,24620.0,152.0,260
485239,Male,22,1,13.0,0,< 1 Year,Yes,21230.0,152.0,207
485240,Female,25,1,46.0,1,< 1 Year,No,27226.0,152.0,119
485241,Male,31,1,15.0,1,< 1 Year,No,34725.0,152.0,160
485242,Female,26,1,46.0,1,< 1 Year,No,39827.0,152.0,132
485243,Female,48,1,5.0,0,1-2 Year,Yes,26364.0,26.0,106
485244,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,163.0,180
485245,Male,60,1,33.0,0,1-2 Year,Yes,27482.0,124.0,24
485246,Male,66,1,28.0,1,1-2 Year,No,45802.0,26.0,285
485247,Female,27,1,47.0,1,< 1 Year,No,2630.0,152.0,82
485248,Male,43,1,8.0,0,1-2 Year,Yes,2630.0,124.0,168
485249,Male,28,1,28.0,1,< 1 Year,No,44581.0,152.0,63
485250,Male,25,1,14.0,1,< 1 Year,No,28913.0,152.0,105
485251,Male,25,1,45.0,0,< 1 Year,Yes,2630.0,152.0,17
485252,Female,25,1,49.0,0,< 1 Year,Yes,23115.0,152.0,51
485253,Female,61,1,28.0,0,1-2 Year,Yes,61938.0,157.0,179
485254,Female,48,1,29.0,0,1-2 Year,Yes,43950.0,26.0,43
485255,Male,31,1,21.0,1,< 1 Year,No,27866.0,152.0,175
485256,Female,27,1,45.0,1,< 1 Year,No,24569.0,152.0,177
485257,Female,24,1,33.0,1,< 1 Year,No,36810.0,152.0,145
485258,Male,21,1,33.0,1,< 1 Year,No,30849.0,152.0,282
485259,Female,67,1,28.0,0,1-2 Year,Yes,55738.0,26.0,237
485260,Female,25,1,37.0,0,< 1 Year,No,31048.0,152.0,204
485261,Male,43,1,8.0,0,> 2 Years,Yes,33521.0,122.0,176
485262,Male,37,1,46.0,1,1-2 Year,No,2630.0,124.0,205
485263,Female,23,1,33.0,0,< 1 Year,Yes,24118.0,124.0,286
485264,Male,22,1,46.0,1,< 1 Year,No,24713.0,152.0,198
485265,Female,25,1,8.0,1,< 1 Year,No,38374.0,152.0,227
485266,Female,80,1,50.0,1,1-2 Year,No,27897.0,8.0,273
485267,Male,68,1,28.0,1,1-2 Year,No,26520.0,124.0,175
485268,Male,48,1,38.0,0,1-2 Year,Yes,35819.0,26.0,171
485269,Male,56,1,28.0,0,1-2 Year,Yes,2630.0,124.0,174
485270,Female,40,1,27.0,0,< 1 Year,No,2630.0,1.0,47
485271,Male,35,1,28.0,0,1-2 Year,Yes,30017.0,124.0,204
485272,Male,23,1,28.0,1,< 1 Year,No,43267.0,26.0,24
485273,Female,20,1,8.0,1,< 1 Year,No,25883.0,160.0,286
485274,Female,58,1,28.0,0,1-2 Year,Yes,35557.0,26.0,159
485275,Male,48,1,28.0,0,1-2 Year,Yes,39606.0,124.0,53
485276,Male,24,1,28.0,1,< 1 Year,No,38526.0,152.0,225
485277,Female,20,1,46.0,0,< 1 Year,Yes,30646.0,160.0,52
485278,Male,34,1,46.0,0,1-2 Year,Yes,25732.0,163.0,184
485279,Male,58,1,28.0,0,> 2 Years,Yes,31679.0,26.0,98
485280,Female,28,1,28.0,1,< 1 Year,No,57435.0,152.0,73
485281,Male,37,1,33.0,0,1-2 Year,No,2630.0,163.0,227
485282,Male,41,1,15.0,0,1-2 Year,Yes,29078.0,124.0,67
485283,Male,47,1,28.0,0,1-2 Year,Yes,51328.0,26.0,185
485284,Male,43,1,45.0,0,1-2 Year,Yes,26005.0,124.0,165
485285,Male,30,1,34.0,0,< 1 Year,Yes,2630.0,160.0,274
485286,Female,31,1,11.0,0,1-2 Year,Yes,35611.0,26.0,194
485287,Female,21,1,8.0,1,< 1 Year,No,47867.0,160.0,90
485288,Male,46,1,45.0,0,1-2 Year,Yes,33577.0,154.0,117
485289,Female,25,1,6.0,1,< 1 Year,No,27953.0,152.0,35
485290,Male,31,1,22.0,1,< 1 Year,Yes,24434.0,152.0,77
485291,Female,23,1,2.0,0,< 1 Year,Yes,30052.0,152.0,202
485292,Male,22,1,36.0,0,< 1 Year,No,33440.0,152.0,203
485293,Male,24,1,35.0,1,< 1 Year,No,27940.0,152.0,43
485294,Male,68,1,13.0,0,1-2 Year,Yes,20466.0,26.0,235
485295,Male,28,1,7.0,1,< 1 Year,No,2630.0,160.0,151
485296,Male,21,1,27.0,0,< 1 Year,Yes,36696.0,160.0,283
485297,Female,46,1,0.0,1,1-2 Year,No,2630.0,26.0,220
485298,Female,21,1,37.0,0,< 1 Year,Yes,22569.0,152.0,35
485299,Female,73,1,28.0,0,1-2 Year,Yes,70639.0,26.0,125
485300,Female,24,1,36.0,0,< 1 Year,Yes,38695.0,152.0,138
485301,Male,33,1,28.0,1,< 1 Year,Yes,30764.0,124.0,284
485302,Female,68,1,17.0,0,1-2 Year,Yes,37549.0,26.0,23
485303,Female,49,1,26.0,1,1-2 Year,No,30641.0,152.0,111
485304,Male,47,1,28.0,0,> 2 Years,Yes,28730.0,54.0,264
485305,Male,22,1,35.0,1,< 1 Year,No,41766.0,152.0,145
485306,Female,68,1,28.0,0,1-2 Year,Yes,66566.0,163.0,228
485307,Male,54,1,41.0,0,1-2 Year,Yes,2630.0,26.0,192
485308,Male,25,1,37.0,1,< 1 Year,No,27590.0,152.0,170
485309,Female,45,1,36.0,0,1-2 Year,Yes,2630.0,156.0,22
485310,Male,79,1,11.0,0,1-2 Year,Yes,47576.0,124.0,131
485311,Male,62,1,40.0,0,1-2 Year,Yes,34820.0,26.0,165
485312,Male,51,1,28.0,0,1-2 Year,Yes,38059.0,26.0,116
485313,Male,23,1,15.0,1,1-2 Year,No,26700.0,124.0,71
485314,Female,24,1,30.0,1,< 1 Year,No,44822.0,152.0,101
485315,Female,21,1,33.0,1,< 1 Year,No,29226.0,160.0,125
485316,Female,71,1,45.0,0,1-2 Year,No,20346.0,26.0,122
485317,Female,22,1,2.0,0,< 1 Year,Yes,39599.0,152.0,283
485318,Male,30,1,23.0,1,< 1 Year,No,38661.0,152.0,196
485319,Male,57,1,13.0,0,1-2 Year,Yes,26143.0,124.0,49
485320,Male,25,1,46.0,1,< 1 Year,No,28112.0,152.0,72
485321,Female,22,1,29.0,1,< 1 Year,No,24149.0,152.0,249
485322,Female,24,1,28.0,1,< 1 Year,No,52521.0,152.0,261
485323,Male,51,1,8.0,0,1-2 Year,Yes,36707.0,124.0,261
485324,Female,22,1,5.0,1,< 1 Year,No,25324.0,160.0,276
485325,Male,48,1,41.0,1,1-2 Year,No,32722.0,152.0,64
485326,Female,25,1,47.0,1,< 1 Year,No,25894.0,152.0,95
